School_ID;Name;Places_19_20;Reg_19_20;Reg_ESB_19_20;Aufnahme_19_20;Ablehnung_19_20;Places_20_21;Reg_20_21;Reg_ESB_20_21;Aufnahme_20_21;Ablehnung_20_21;HIN_Wechselwunsch_Total_19_20;HIN_Wechselwunsch_In_Bezirk_19_20;HIN_Wechselwunsch_Aus_a_Bezirk_19_20;AUS_Wechselwunsch_Total_19_20;AUS_Wechselwunsch_In_Bezirk_19_20;AUS_Wechselwunsch_Aus_a_Bezirk_19_20;HIN_Wechselwunsch_Total_20_21;HIN_Wechselwunsch_In_Bezirk_20_21;HIN_Wechselwunsch_Aus_a_Bezirk_20_21;HIN_Wechselwunsch_Aufnahme_20_21;HIN_Wechselwunsch_Ablehung_20_21;AUS_Wechselwunsch_Total_20_21;AUS_Wechselwunsch_In_Bezirk_20_21;AUS_Wechselwunsch_Aus_a_Bezirk_20_21;AUS_Wechselwunsch_Aufnahme_20_21;AUS_Wechselwunsch_Ablehung_20_21;acceptance_ratio_19_20;acceptance_ratio_20_21;exit_rate_19_20;exit_rate_20_21;inbound_rate_19_20;inbound_rate_20_21;Wechselwunsch_balance_19_20;Wechselwunsch_balance_20_21;ESB_capacity_balance_2019_20;ESB_capacity_balance_2020_21;X;Y;FID;GmlID;SCHULNAME;SCHULART;TRAEGER;ZWEIG_01;ZWEIG_02;ZWEIG_03;ZWEIG_04;BEZIRK;ORTSTEIL;F_PLZ;ADRESSE;TELEFON;F_FAX;F_EMAIL;INTERNET;LEITUNG;lon;lat
01G27;Gesundbrunnen-Grundschule;84;82;64;58;;93;81;60;55;;18;18;"";66;42;24;21;21;;9;8;55;55;;27;28;102;115;79;59;21;23;-57;-37;20;24;14.897683626;69.00810711;164;s_schulen.01G27;Gesundbrunnen-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13357;Prinzenallee 8;493015660;493015666;"<a href=""""mailto:gesundbrunnenschule@gmx.de"""">gesundbrunnenschule@gmx.de</a>";"<A HREF=""""http://www.gesundbrunnen-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Manduela Krüger;13.3828669;52.5533512
01G28;Brüder-Grimm-Grundschule;88;82;78;69;;95;75;67;56;;6;5;1;67;39;28;8;6;2;5;;64;64;;21;33;107;127;76;67;7;8;-69;-59;10;21;14.869845559;68.986020042;56;s_schulen.01G28;Brüder-Grimm-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13353;Tegeler Str. 18-19;4530840;45308415;"<a href=""""mailto:bggs-berlin@web.de"""">bggs-berlin@web.de</a>";"<A HREF=""""http://brueder-grimm.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";komm. Klaus Pohl;13.3578141;52.5414735
01G29;Wilhelm-Hauff-Grundschule;86;88;62;53;;85;81;65;59;;27;27;"";36;18;18;15;14;1;8;5;38;38;;15;16;98;105;42;45;31;18;-10;-27;24;21;14.898458599;69.015821561;632;s_schulen.01G29;Wilhelm-Hauff-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13359;Gotenburger Str. 8;48490810;48490820;"<a href=""""mailto:wilhelm-hauff-grundschule@web.de"""">wilhelm-hauff-grundschule@web.de</a>";"<A HREF=""""http://wilhelm-hauff-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Marichen Aden;13.3843568;52.5577854
01G31;Wedding-Grundschule;81;83;67;62;;94;79;68;56;;17;15;2;43;35;8;11;10;1;10;;29;29;;10;13;98;119;53;31;21;12;-32;-19;14;13;14.876413643;68.996363042;623;s_schulen.01G31;Wedding-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13347;Antonstr. 10;901844250;901847437;"<a href=""""mailto:asuhr@wedding-schule.de"""">asuhr@wedding-schule.de</a>";"<A HREF=""""http://www.wedding-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Angelika Suhr;13.3638673;52.5468117
01G32;Carl-Kraemer-Grundschule;75;80;75;67;;96;65;57;48;;6;4;2;21;8;13;8;8;;8;;26;26;;14;9;94;148;28;27;8;8;-20;-19;0;18;14.897673486;69.022310442;69;s_schulen.01G32;Carl-Kraemer-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13359;Zechliner Str. 4;4998993;49989955;"<a href=""""mailto:Carl-Kraemer-Grundschule@t-online.de"""">Carl-Kraemer-Grundschule@t-online.de</a>";"<A HREF=""""http://www.carl-kraemer.be.schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Christine Frank;13.3827129;52.5611361
01G35;Humboldthain-Grundschule;84;65;53;37;;96;85;71;54;;14;14;"";35;28;7;14;13;1;13;;75;75;;27;40;129;113;42;78;17;15;-25;-64;31;13;14.894761522;68.990030629;298;s_schulen.01G35;Humboldthain-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13355;Grenzstr. 7;46777330;46777340;"<a href=""""mailto:leitung@humboldthain-gs.cidsnet.de"""">leitung@humboldthain-gs.cidsnet.de</a>";"<A HREF=""""http://www.humboldthain-gs.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Charlotte Feese;13.380278;52.5435081
01G36;Andersen-Grundschule;75;73;71;62;;72;70;67;45;;2;2;"";67;58;9;3;3;;2;;19;19;;10;6;103;103;89;26;3;4;-87;-22;4;8;14.904334749;69.030269743;21;s_schulen.01G36;Andersen-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13359;Kattegatstr. 26;493015410;493015420;"<a href=""""mailto:Andersen-Grundschule@web.de"""">Andersen-Grundschule@web.de</a>";"<A HREF=""""http://www.andersen.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Klaus-Dieter Lambrecht;13.3889099;52.56553
01G37;Heinrich-Seidel-Grundschule;84;77;48;48;;101;95;82;69;;7;7;"";81;42;39;13;10;3;13;;62;62;;27;25;109;106;96;61;8;13;-88;-49;36;2;14.909006844;68.996760087;271;s_schulen.01G37;Heinrich-Seidel-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13355;Ramlerstr. 9-10;4677669210;4677669219;"<a href=""""mailto:nachricht@seidel-gs.de"""">nachricht@seidel-gs.de</a>";"<A HREF=""""http://www.seidel-gs.de"""" TARGET=""""Schulen"""">zur Website</a>";Cornelia Flader;13.39407;52.54695
01G38;Gustav-Falke-Grundschule;90;114;79;67;;72;101;65;53;;35;34;1;77;64;13;36;34;2;8;27;63;63;;28;26;79;71;86;88;39;50;-47;-38;11;25;14.907506116;68.97986059;240;s_schulen.01G38;Gustav-Falke-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13355;Strelitzer Str. 42;467779960;467779974;"<a href=""""mailto:gfg@gustav-falke-g.cidsnet.de"""">gfg@gustav-falke-g.cidsnet.de</a>";"<A HREF=""""http://www.gustav-falke-g.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Karin Müller;13.39162;52.53795
01G39;Vineta-Grundschule;65;66;43;40;;72;66;48;42;;22;20;2;35;30;5;18;16;2;6;12;36;36;;17;13;98;109;54;50;34;25;-20;-25;22;17;14.913553961;68.987459303;611;s_schulen.01G39;Vineta-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13355;Demminer Str. 27;467768660;467768670;"<a href=""""mailto:info@vineta.cidsnet.de"""">info@vineta.cidsnet.de</a>";"<A HREF=""""http://www.vineta.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Katrin Baumhöver;13.3970734;52.5421668
01G40;Möwensee-Grundschule;67;83;71;59;;120;105;92;79;;15;13;2;26;11;15;13;12;1;11;;19;19;;6;11;81;114;39;16;22;11;-16;-5;-4;-25;14.844342466;69.01063161;412;s_schulen.01G40;Möwensee-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13351;Afrikanische Str. 123-125;45979210;45979233;"<a href=""""mailto:sekretariat@moewensee-schule.de"""">sekretariat@moewensee-schule.de</a>";"<A HREF=""""http://www.moewensee-schule.de"""" TARGET=""""Schulen"""">zur Website</a>";Christiane Freund;13.3337501;52.55575
01G41;Erika-Mann-Grundschule;86;147;88;64;;95;164;106;92;;60;59;1;20;11;9;58;55;3;;52;13;13;;4;6;59;58;23;14;70;61;47;47;-2;-20;14.870497331;69.002727541;117;s_schulen.01G41;Erika-Mann-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13347;Utrechter Str. 25-27;45085510;45085511;"<a href=""""mailto:schulleitung@erika-mann.de"""">schulleitung@erika-mann.de</a>";"<A HREF=""""http://www.erika-mann-grundschule.com"""" TARGET=""""Schulen"""">zur Website</a>";Karin Babbe;13.35786;52.55099
01G42;Anna-Lindh-Grundschule;124;137;82;72;;125;126;86;78;;55;52;3;24;17;7;40;33;7;13;19;24;24;;12;9;91;99;19;19;44;32;25;13;42;38;14.85216569;69.002877567;23;s_schulen.01G42;Anna-Lindh-Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13351;Guineastr. 17-18;45307530;45307520;"<a href=""""mailto:anna-lindh-schule.cids@t-online.de"""">anna-lindh-schule.cids@t-online.de</a>";"<A HREF=""""http://www.annalindh.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Dr. Thomas Leeb;13.3419394;52.550548
01G43;Albert-Gutzmann-Schule;80;102;82;71;;80;103;86;69;;20;20;"";62;11;51;17;16;1;;15;51;51;;21;25;78;78;78;64;25;21;-52;-42;-2;-6;14.887275238;69.000386677;9;s_schulen.01G43;Albert-Gutzmann-Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Gesundbrunnen;13357;Orthstr. 1;46905960;46905970;"<a href=""""mailto:info@gutzmannschule.de"""">info@gutzmannschule.de</a>";"<A HREF=""""http://www.gutzmannschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Gerlinde Kanacher;13.373335;52.5491887
01G44;Allegro-Grundschule;80;80;72;59;;72;71;57;49;;19;1;18;52;6;46;14;1;13;2;9;61;61;;23;25;100;101;65;85;24;19;-41;-65;8;23;14.875588492;68.916187135;17;s_schulen.01G44;Allegro-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Tiergarten;10785;Lützowstr. 83-85;257572710;257572734;"<a href=""""mailto:berlin@allegro-grundschule.de"""">berlin@allegro-grundschule.de</a>";"<A HREF=""""http://www.allegro-grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Bianka Flemig;13.3650508;52.5069115
01G45;Leo-Lionni-Grundschule;95;102;81;71;;120;125;111;91;;21;19;2;54;43;11;14;13;1;8;1;42;42;;17;21;93;96;57;35;22;12;-35;-23;14;-16;14.87441484;68.991909268;357;s_schulen.01G45;Leo-Lionni-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Wedding;13353;Müllerstr. 158;469799670;469799674;"<a href=""""mailto:trift-gs.cids@t-online.de"""">trift-gs.cids@t-online.de</a>";"<A HREF=""""http://www.hhgs.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Renate Vercrüße;13.3509304;52.5411171
01G46;Grundschule am Koppenplatz;132;149;100;82;1;168;176;126;82;;;;;;;;;;;;;;;;;;89;95;;;;;;;32;6;14.914107834;68.961264216;692;s_schulen.01G46;46. Schule (Grundschule);Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Mitte;10115;Koppenplatz 12;84712109;8471210920;"<a href=""""mailto:sekretariat@schuleamkoppenplatz.de"""">sekretariat@schuleamkoppenplatz.de</a>";"<A HREF=""""http://www.schuleamkoppenplatz.de"""" TARGET=""""Schulen"""">zur Website</a>";Dr. Angela Thiele;13.3974622;52.5279258
01G47;Miriam-Makeba-Grundschule;110;79;58;48;;116;122;82;68;;;;;;;;;;;;;;;;;;139;95;;;;;;;52;28;14.840549328;68.953176315;409;s_schulen.01G47;Miriam-Makeba-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Mitte;Moabit;10555;Zinzendorfstr. 15-16;39405210;39405220;"<a href=""""mailto:Gotzkowsky-Grundschule.cids@t-online.de"""">Gotzkowsky-Grundschule.cids@t-online.de</a>";"<A HREF=""""http://Gotzkowsky-Grundschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Holger Leimbach;13.3314459;52.5223198
01K04;Heinrich-von-Stephan-Schule;52;77;;52;22;46;82;17;17;;;;;;;;;;;;;;;;;;68;56;;;;;;;;35;14.823974038;68.955599253;272;s_schulen.01K04;Heinrich-von-Stephan-Schule (Gemeinschaftsschule);Integrierte Sekundarschule;Bezirk;Integrierte Sekundarschule;"";"";"";Mitte;Moabit;10553;Neues Ufer 6;39063130;39063140;"<a href=""""mailto:hvstephan@web.de"""">hvstephan@web.de</a>";"<A HREF=""""http://www.hvstephan.de"""" TARGET=""""Schulen"""">zur Website</a>";Jens Großpietsch;13.3167137;52.5247745
01K10;Theodor-Heuss-Schule;48;42;;47;;60;38;33;25;;;;;;;;;;;;;;;;;;114;158;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;13.3534733;52.5353649
02G01;Spartacus-Grundschule;152;195;;;;156;;189;133;;33;18;15;72;33;39;23;18;5;23;;54;29;25;37;17;78;;47;35;22;15;-26;-20;;-37;14.956757452;68.948858075;582;s_schulen.02G01;Spartacus-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Friedrichshain-Kreuzberg;Friedrichshain;10249;Friedenstr. 40;42024930;42024937;"<a href=""""mailto:schulleitung@grundschule-friedrichshain.de"""">schulleitung@grundschule-friedrichshain.de</a>";"<A HREF=""""http://www.grundschule-friedrichshain.de"""" TARGET=""""Schulen"""">zur Website</a>";Bärbel Helm;13.43582;52.52106
02G02;Hausburg-Grundschule;48;83;;;;52;;75;47;;10;4;6;47;21;26;5;3;2;5;;43;26;17;31;12;58;;98;83;21;10;-77;-73;;-27;14.977228553;68.954754637;259;s_schulen.02G02;Hausburg-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Friedrichshain-Kreuzberg;Friedrichshain;10249;Hausburgstr. 20;93956760;939567615;"<a href=""""mailto:sek@hausburg-gs.schule-berlin-fk.de"""">sek@hausburg-gs.schule-berlin-fk.de</a>";"<A HREF=""""http://www.hausburgschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Harald Schmidt;13.4542842;52.5241974
02G02;Hausburg-Grundschule (SESB);44;82;;;;52;73;0;53;20;82;30;52;;;;73;22;51;53;20;;;;;;54;71;;;186;140;;;;44;14.977228553;68.954754637;259;s_schulen.02G02;Hausburg-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Friedrichshain-Kreuzberg;Friedrichshain;10249;Hausburgstr. 20;93956760;939567615;"<a href=""""mailto:sek@hausburg-gs.schule-berlin-fk.de"""">sek@hausburg-gs.schule-berlin-fk.de</a>";"<A HREF=""""http://www.hausburgschule.de"""" TARGET=""""Schulen"""">zur Website</a>";Harald Schmidt;13.4542842;52.5241974
02G03;Justus-v.-Liebig-Grundschule;97;166;;;;127;;164;113;;;;;;;;;;;;;;;;;;58;;;;;;;;;-67;14.981535692;68.944809808;321;s_schulen.02G03;Justus-von-Liebig-Grundschule;Grundschule;Bezirk;Grundschule;"";"";"";Friedrichshain-Kreuzberg;Friedrichshain;10247;Liebigstr. 18A;447283211;447283215;"<a href=""""mailto:Justus-von-Liebig-Grundschule@t-online.de"""">Justus-von-Liebig-Grundschule@t-online.de</a>";"<A HREF=""""http://www.Justus-von-Liebig-Gs.cidsnet.de"""" TARGET=""""Schulen"""">zur Website</a>";Wolfgang Waldeyer;13.45812;52.5188704
